id,ranking_score,mean_case_score,event_accuracy,mean_event_score,mean_time_score,event1_mae,numeric_identity,delta_rank,delta_rank_low,delta_rank_high
selected,0.8234513274336284,0.7426979401212077,0.7733333333333333,0.7733333333333333,0.712062546909082,27.526592853583164,True,,,
capra,0.7371681415929203,0.7636741685105762,0.7733333333333333,0.7733333333333333,0.754015003687819,39.37175664943944,False,0.08628318584070804,-0.006150610953309478,0.20746639604001413
constant60_capra_event,0.5,0.7661474112824461,0.7733333333333333,0.7733333333333333,0.7589614892315589,46.16315789473684,False,0.32345132743362837,0.23284730516104016,0.40467889085269293
selected_event0,0.8234513274336284,0.7293646067878743,0.7466666666666667,0.7466666666666667,0.712062546909082,27.526592853583164,False,0.0,0.0,0.0
constant60_event0,0.5,0.7528140779491128,0.7466666666666667,0.7466666666666667,0.7589614892315589,46.16315789473684,False,0.32345132743362837,0.23284730516104016,0.40467889085269293
