id,mode,bloque,tipo,n,seed,resamples,changed_cases,mcnemar_p,mcnemar_holm_p,sign_p,spec,by_bucket,changes,value_ranking,delta_ranking,ci_low_ranking,ci_high_ranking,value_gate,delta_gate,ci_low_gate,ci_high_gate,value_f1_yes,delta_f1_yes,ci_low_f1_yes,ci_high_f1_yes,value_confidence_score,delta_confidence_score,ci_low_confidence_score,ci_high_confidence_score,value_variable_weight_score,delta_variable_weight_score,ci_low_variable_weight_score,ci_high_variable_weight_score,value_important_decisive_factor_score,delta_important_decisive_factor_score,ci_low_important_decisive_factor_score,ci_high_important_decisive_factor_score,value_tool_score,delta_tool_score,ci_low_tool_score,ci_high_tool_score,value_section_grounding_score,delta_section_grounding_score,ci_low_section_grounding_score,ci_high_section_grounding_score
A0,honest,referencia,baseline,91,20260921,10000,0,1.0,1.0,1.0,"{""closed_documents"": [], ""cohort_negative"": true, ""cohort_none"": true, ""cohort_positive_age"": true, ""cohort_positive_pirads"": true, ""cohort_positive_psa"": true, ""confidence_policy"": ""agreement"", ""form_weights"": ""trace"", ""fusion"": true, ""fusion_mult"": 1.5, ""grade_ge2"": true, ""grade_gg1"": true, ""grounding"": ""default"", ""id"": ""A0"", ""library"": true, ""library_weight"": 0.0, ""plan"": ""trace"", ""psa"": true, ""structured"": true, ""threshold"": 0.45, ""tiers"": [[""firm"", 3.0], [""supports"", 2.0], [""discuss"", 1.0]], ""weights_policy"": ""model+mode""}","{""Negative"": {""mcnemar"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}, ""metrics"": {""confidence_score"": {""baseline"": 0.6875, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 16, ""variant"": 0.6875}, ""f1_yes"": {""baseline"": 0.9285714285714286, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 18, ""variant"": 0.9285714285714286}, ""gate"": {""baseline"": 0.8888888888888888, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 18, ""variant"": 0.8888888888888888}, ""important_decisive_factor_score"": {""baseline"": 0.7624007936507936, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 16, ""variant"": 0.7624007936507936}, ""ranking"": {""baseline"": 0.819648368606702, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 18, ""variant"": 0.819648368606702}, ""section_grounding_score"": {""baseline"": 0.8363095238095238, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 16, ""variant"": 0.8363095238095238}, ""tool_score"": {""baseline"": 0.90625, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 16, ""variant"": 0.90625}, ""variable_weight_score"": {""baseline"": 0.8333333333333334, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 16, ""variant"": 0.8333333333333334}}, ""n"": 18, ""sign_test"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}}, ""None"": {""mcnemar"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}, ""metrics"": {""confidence_score"": {""baseline"": 0.9583333333333334, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.9583333333333334}, ""f1_yes"": {""baseline"": 1.0, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 1.0}, ""gate"": {""baseline"": 1.0, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 1.0}, ""important_decisive_factor_score"": {""baseline"": 0.7429563492063492, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.7429563492063492}, ""ranking"": {""baseline"": 0.9203559027777779, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.9203559027777779}, ""section_grounding_score"": {""baseline"": 0.8333333333333334, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.8333333333333334}, ""tool_score"": {""baseline"": 0.8055555555555555, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.8055555555555555}, ""variable_weight_score"": {""baseline"": 0.8305555555555556, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.8305555555555556}}, ""n"": 24, ""sign_test"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}}, ""Positive"": {""mcnemar"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}, ""metrics"": {""confidence_score"": {""baseline"": 0.7205882352941176, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 34, ""variant"": 0.7205882352941176}, ""f1_yes"": {""baseline"": 0.6938775510204082, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 49, ""variant"": 0.6938775510204082}, ""gate"": {""baseline"": 0.6938775510204082, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 49, ""variant"": 0.6938775510204082}, ""important_decisive_factor_score"": {""baseline"": 0.78584846526023, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 34, ""variant"": 0.78584846526023}, ""ranking"": {""baseline"": 0.62959903852761, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 49, ""variant"": 0.62959903852761}, ""section_grounding_score"": {""baseline"": 0.8473389355742297, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 34, ""variant"": 0.8473389355742297}, ""tool_score"": {""baseline"": 0.8897058823529411, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 34, ""variant"": 0.8897058823529411}, ""variable_weight_score"": {""baseline"": 0.848474945533769, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 34, ""variant"": 0.848474945533769}}, ""n"": 49, ""sign_test"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}}}",[],0.7607067167163322,0.0,0.0,0.0,0.8131868131868132,0.0,0.0,0.0,0.8547008547008547,0.0,0.0,0.0,0.7905405405405406,0.0,0.0,0.0,0.8393893893893893,0.0,0.0,0.0,0.7668677418677419,0.0,0.0,0.0,0.865990990990991,0.0,0.0,0.0,0.8404118404118404,0.0,0.0,0.0
S-M1,honest,decision,ablacion,91,20260921,10000,0,1.0,1.0,0.5,"{""closed_documents"": [], ""cohort_negative"": true, ""cohort_none"": false, ""cohort_positive_age"": true, ""cohort_positive_pirads"": true, ""cohort_positive_psa"": true, ""confidence_policy"": ""agreement"", ""form_weights"": ""trace"", ""fusion"": true, ""fusion_mult"": 1.5, ""grade_ge2"": true, ""grade_gg1"": true, ""grounding"": ""default"", ""id"": ""S-M1"", ""library"": true, ""library_weight"": 0.0, ""plan"": ""trace"", ""psa"": true, ""structured"": true, ""threshold"": 0.45, ""tiers"": [[""firm"", 3.0], [""supports"", 2.0], [""discuss"", 1.0]], ""weights_policy"": ""model+mode""}","{""Negative"": {""mcnemar"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}, ""metrics"": {""confidence_score"": {""baseline"": 0.6875, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 16, ""variant"": 0.6875}, ""f1_yes"": {""baseline"": 0.9285714285714286, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 18, ""variant"": 0.9285714285714286}, ""gate"": {""baseline"": 0.8888888888888888, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 18, ""variant"": 0.8888888888888888}, ""important_decisive_factor_score"": {""baseline"": 0.7624007936507936, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 16, ""variant"": 0.7624007936507936}, ""ranking"": {""baseline"": 0.819648368606702, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 18, ""variant"": 0.819648368606702}, ""section_grounding_score"": {""baseline"": 0.8363095238095238, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 16, ""variant"": 0.8363095238095238}, ""tool_score"": {""baseline"": 0.90625, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 16, ""variant"": 0.90625}, ""variable_weight_score"": {""baseline"": 0.8333333333333334, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 16, ""variant"": 0.8333333333333334}}, ""n"": 18, ""sign_test"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}}, ""None"": {""mcnemar"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}, ""metrics"": {""confidence_score"": {""baseline"": 0.9583333333333334, ""ci95"": [0.0, 0.10416666666666667], ""delta"": 0.041666666666666664, ""n"": 24, ""variant"": 0.9166666666666667}, ""f1_yes"": {""baseline"": 1.0, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 1.0}, ""gate"": {""baseline"": 1.0, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 1.0}, ""important_decisive_factor_score"": {""baseline"": 0.7429563492063492, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.7429563492063492}, ""ranking"": {""baseline"": 0.9203559027777779, ""ci95"": [0.0, 0.011718749999999993], ""delta"": 0.004687500000000178, ""n"": 24, ""variant"": 0.9156684027777777}, ""section_grounding_score"": {""baseline"": 0.8333333333333334, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.8333333333333334}, ""tool_score"": {""baseline"": 0.8055555555555555, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.8055555555555555}, ""variable_weight_score"": {""baseline"": 0.8305555555555556, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.8305555555555556}}, ""n"": 24, ""sign_test"": {""base_only"": 2, ""n"": 2, ""p_value"": 0.5, ""statistic"": 2.0, ""variant_only"": 0}}, ""Positive"": {""mcnemar"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}, ""metrics"": {""confidence_score"": {""baseline"": 0.7205882352941176, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 34, ""variant"": 0.7205882352941176}, ""f1_yes"": {""baseline"": 0.6938775510204082, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 49, ""variant"": 0.6938775510204082}, ""gate"": {""baseline"": 0.6938775510204082, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 49, ""variant"": 0.6938775510204082}, ""important_decisive_factor_score"": {""baseline"": 0.78584846526023, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 34, ""variant"": 0.78584846526023}, ""ranking"": {""baseline"": 0.62959903852761, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 49, ""variant"": 0.62959903852761}, ""section_grounding_score"": {""baseline"": 0.8473389355742297, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 34, ""variant"": 0.8473389355742297}, ""tool_score"": {""baseline"": 0.8897058823529411, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 34, ""variant"": 0.8897058823529411}, ""variable_weight_score"": {""baseline"": 0.848474945533769, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 34, ""variant"": 0.848474945533769}}, ""n"": 49, ""sign_test"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}}}",[],0.7594704529800684,0.0012362637362637319,0.0,0.003090659340659339,0.8131868131868132,0.0,0.0,0.0,0.8547008547008547,0.0,0.0,0.0,0.7770270270270271,0.013513513513513514,0.0,0.033783783783783786,0.8393893893893893,0.0,0.0,0.0,0.7668677418677419,0.0,0.0,0.0,0.865990990990991,0.0,0.0,0.0,0.8404118404118404,0.0,0.0,0.0
S-M2,honest,decision,ablacion,91,20260921,10000,3,0.25,1.0,0.25,"{""closed_documents"": [], ""cohort_negative"": false, ""cohort_none"": true, ""cohort_positive_age"": true, ""cohort_positive_pirads"": true, ""cohort_positive_psa"": true, ""confidence_policy"": ""agreement"", ""form_weights"": ""trace"", ""fusion"": true, ""fusion_mult"": 1.5, ""grade_ge2"": true, ""grade_gg1"": true, ""grounding"": ""default"", ""id"": ""S-M2"", ""library"": true, ""library_weight"": 0.0, ""plan"": ""trace"", ""psa"": true, ""structured"": true, ""threshold"": 0.45, ""tiers"": [[""firm"", 3.0], [""supports"", 2.0], [""discuss"", 1.0]], ""weights_policy"": ""model+mode""}","{""Negative"": {""mcnemar"": {""base_only"": 3, ""n"": 3, ""p_value"": 0.25, ""statistic"": 3.0, ""variant_only"": 0}, ""metrics"": {""confidence_score"": {""baseline"": 0.6923076923076923, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 13, ""variant"": 0.6923076923076923}, ""f1_yes"": {""baseline"": 0.9285714285714286, ""ci95"": [0.0, 0.19999999999999996], ""delta"": 0.08986175115207373, ""n"": 18, ""variant"": 0.8387096774193549}, ""gate"": {""baseline"": 0.8888888888888888, ""ci95"": [0.0, 0.3333333333333333], ""delta"": 0.16666666666666666, ""n"": 18, ""variant"": 0.7222222222222222}, ""important_decisive_factor_score"": {""baseline"": 0.760989010989011, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 13, ""variant"": 0.760989010989011}, ""ranking"": {""baseline"": 0.819648368606702, ""ci95"": [0.0, 0.2375270061728395], ""delta"": 0.11095325211924678, ""n"": 18, ""variant"": 0.7086951164874552}, ""section_grounding_score"": {""baseline"": 0.8351648351648352, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 13, ""variant"": 0.8351648351648352}, ""tool_score"": {""baseline"": 0.9038461538461539, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 13, ""variant"": 0.9038461538461539}, ""variable_weight_score"": {""baseline"": 0.8384615384615385, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 13, ""variant"": 0.8384615384615385}}, ""n"": 18, ""sign_test"": {""base_only"": 3, ""n"": 3, ""p_value"": 0.25, ""statistic"": 3.0, ""variant_only"": 0}}, ""None"": {""mcnemar"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}, ""metrics"": {""confidence_score"": {""baseline"": 0.9583333333333334, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.9583333333333334}, ""f1_yes"": {""baseline"": 1.0, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 1.0}, ""gate"": {""baseline"": 1.0, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 1.0}, ""important_decisive_factor_score"": {""baseline"": 0.7429563492063492, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.7429563492063492}, ""ranking"": {""baseline"": 0.9203559027777779, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.9203559027777779}, ""section_grounding_score"": {""baseline"": 0.8333333333333334, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.8333333333333334}, ""tool_score"": {""baseline"": 0.8055555555555555, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.8055555555555555}, ""variable_weight_score"": {""baseline"": 0.8305555555555556, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.8305555555555556}}, ""n"": 24, ""sign_test"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}}, ""Positive"": {""mcnemar"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}, ""metrics"": {""confidence_score"": {""baseline"": 0.7205882352941176, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 34, ""variant"": 0.7205882352941176}, ""f1_yes"": {""baseline"": 0.6938775510204082, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 49, ""variant"": 0.6938775510204082}, ""gate"": {""baseline"": 0.6938775510204082, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 49, ""variant"": 0.6938775510204082}, ""important_decisive_factor_score"": {""baseline"": 0.78584846526023, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 34, ""variant"": 0.78584846526023}, ""ranking"": {""baseline"": 0.62959903852761, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 49, ""variant"": 0.62959903852761}, ""section_grounding_score"": {""baseline"": 0.8473389355742297, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 34, ""variant"": 0.8473389355742297}, ""tool_score"": {""baseline"": 0.8897058823529411, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 34, ""variant"": 0.8897058823529411}, ""variable_weight_score"": {""baseline"": 0.848474945533769, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 34, ""variant"": 0.848474945533769}}, ""n"": 49, ""sign_test"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}}}","[{""a0_pred"": ""no"", ""a0_rule"": ""cohort criterion (pirads_le_3)"", ""a0_who"": ""EXPERT-COHORT"", ""case_id"": ""PT-pseudo_47d8b39fd07f"", ""variant_pred"": ""yes"", ""variant_rule"": ""weighted vote of the trained experts, p = 0.60"", ""variant_who"": ""weighted panel""}, {""a0_pred"": ""no"", ""a0_rule"": ""cohort criterion (pirads_le_3)"", ""a0_who"": ""EXPERT-COHORT"", ""case_id"": ""PT-pseudo_4f33b0253633"", ""variant_pred"": ""yes"", ""variant_rule"": ""weighted vote of the trained experts, p = 0.45"", ""variant_who"": ""weighted panel""}, {""a0_pred"": ""no"", ""a0_rule"": ""cohort criterion (pirads_le_3)"", ""a0_who"": ""EXPERT-COHORT"", ""case_id"": ""PT-pseudo_c12bcf838ec8"", ""variant_pred"": ""yes"", ""variant_rule"": ""weighted vote of the trained experts, p = 0.47"", ""variant_who"": ""weighted panel""}]",0.7369635848482003,0.023743131868131817,0.0,0.05412377679401692,0.7802197802197802,0.03296703296703297,0.0,0.07692307692307693,0.8333333333333334,0.02136752136752129,0.0,0.048858172229517036,0.795774647887324,0.0,0.0,0.0,0.8405842462180491,0.0,0.0,0.0,0.7667979907416527,0.0,0.0,0.0,0.863849765258216,0.0,0.0,0.0,0.84037558685446,0.0,0.0,0.0
S-M3,honest,decision,ablacion,91,20260921,10000,7,0.125,1.0,0.0703125,"{""closed_documents"": [], ""cohort_negative"": true, ""cohort_none"": true, ""cohort_positive_age"": false, ""cohort_positive_pirads"": false, ""cohort_positive_psa"": false, ""confidence_policy"": ""agreement"", ""form_weights"": ""trace"", ""fusion"": true, ""fusion_mult"": 1.5, ""grade_ge2"": true, ""grade_gg1"": true, ""grounding"": ""default"", ""id"": ""S-M3"", ""library"": true, ""library_weight"": 0.0, ""plan"": ""trace"", ""psa"": true, ""structured"": true, ""threshold"": 0.45, ""tiers"": [[""firm"", 3.0], [""supports"", 2.0], [""discuss"", 1.0]], ""weights_policy"": ""model+mode""}","{""Negative"": {""mcnemar"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}, ""metrics"": {""confidence_score"": {""baseline"": 0.6875, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 16, ""variant"": 0.6875}, ""f1_yes"": {""baseline"": 0.9285714285714286, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 18, ""variant"": 0.9285714285714286}, ""gate"": {""baseline"": 0.8888888888888888, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 18, ""variant"": 0.8888888888888888}, ""important_decisive_factor_score"": {""baseline"": 0.7624007936507936, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 16, ""variant"": 0.7624007936507936}, ""ranking"": {""baseline"": 0.819648368606702, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 18, ""variant"": 0.819648368606702}, ""section_grounding_score"": {""baseline"": 0.8363095238095238, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 16, ""variant"": 0.8363095238095238}, ""tool_score"": {""baseline"": 0.90625, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 16, ""variant"": 0.90625}, ""variable_weight_score"": {""baseline"": 0.8333333333333334, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 16, ""variant"": 0.8333333333333334}}, ""n"": 18, ""sign_test"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}}, ""None"": {""mcnemar"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}, ""metrics"": {""confidence_score"": {""baseline"": 0.9583333333333334, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.9583333333333334}, ""f1_yes"": {""baseline"": 1.0, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 1.0}, ""gate"": {""baseline"": 1.0, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 1.0}, ""important_decisive_factor_score"": {""baseline"": 0.7429563492063492, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.7429563492063492}, ""ranking"": {""baseline"": 0.9203559027777779, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.9203559027777779}, ""section_grounding_score"": {""baseline"": 0.8333333333333334, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.8333333333333334}, ""tool_score"": {""baseline"": 0.8055555555555555, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.8055555555555555}, ""variable_weight_score"": {""baseline"": 0.8305555555555556, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 24, ""variant"": 0.8305555555555556}}, ""n"": 24, ""sign_test"": {""base_only"": 0, ""n"": 0, ""p_value"": 1.0, ""statistic"": 0.0, ""variant_only"": 0}}, ""Positive"": {""mcnemar"": {""base_only"": 6, ""n"": 7, ""p_value"": 0.125, ""statistic"": 5.0, ""variant_only"": 1}, ""metrics"": {""confidence_score"": {""baseline"": 0.6607142857142857, ""ci95"": [0.0, 0.05357142857142857], ""delta"": 0.017857142857142856, ""n"": 28, ""variant"": 0.6428571428571428}, ""f1_yes"": {""baseline"": 0.6938775510204082, ""ci95"": [-0.03130845241714804, 0.129713512763596], ""delta"": 0.05102040816326525, ""n"": 49, ""variant"": 0.6428571428571429}, ""gate"": {""baseline"": 0.6938775510204082, ""ci95"": [0.0, 0.20408163265306123], ""delta"": 0.10204081632653061, ""n"": 49, ""variant"": 0.5918367346938775}, ""important_decisive_factor_score"": {""baseline"": 0.7931617985189414, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 28, ""variant"": 0.7931617985189414}, ""ranking"": {""baseline"": 0.62959903852761, ""ci95"": [-0.005891153241599628, 0.15147609079888547], ""delta"": 0.07143754724111862, ""n"": 49, ""variant"": 0.5581614912864914}, ""section_grounding_score"": {""baseline"": 0.8477891156462585, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 28, ""variant"": 0.8477891156462585}, ""tool_score"": {""baseline"": 0.9375, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 28, ""variant"": 0.9375}, ""variable_weight_score"": {""baseline"": 0.8535714285714286, ""ci95"": [0.0, 0.0], ""delta"": 0.0, ""n"": 28, ""variant"": 0.8535714285714286}}, ""n"": 49, ""sign_test"": {""base_only"": 7, ""n"": 8, ""p_value"": 0.0703125, ""statistic"": 6.0, ""variant_only"": 1}}}","[{""a0_pred"": ""no"", ""a0_rule"": ""cohort criterion (psa_ge_20)"", ""a0_who"": ""EXPERT-COHORT"", ""case_id"": ""PT-pseudo_0169468160c6"", ""variant_pred"": ""yes"", ""variant_rule"": ""weighted vote of the trained experts, p = 0.53"", ""variant_who"": ""weighted panel""}, {""a0_pred"": ""no"", ""a0_rule"": ""cohort criterion (psa_ge_20)"", ""a0_who"": ""EXPERT-COHORT"", ""case_id"": ""PT-pseudo_11345b8a7ab3"", ""variant_pred"": ""yes"", ""variant_rule"": ""weighted vote of the trained experts, p = 0.51"", ""variant_who"": ""weighted panel""}, {""a0_pred"": ""no"", ""a0_rule"": ""cohort criterion (psa_ge_20)"", ""a0_who"": ""EXPERT-COHORT"", ""case_id"": ""PT-pseudo_2e4988b84112"", ""variant_pred"": ""yes"", ""variant_rule"": ""weighted vote of the trained experts, p = 0.53"", ""variant_who"": ""weighted panel""}, {""a0_pred"": ""no"", ""a0_rule"": ""cohort criterion (pirads_le_2)"", ""a0_who"": ""EXPERT-COHORT"", ""case_id"": ""PT-pseudo_3cc88c81f35a"", ""variant_pred"": ""yes"", ""variant_rule"": ""weighted vote of the trained experts, p = 0.48"", ""variant_who"": ""weighted panel""}, {""a0_pred"": ""no"", ""a0_rule"": ""cohort criterion (age_ge_78)"", ""a0_who"": ""EXPERT-COHORT"", ""case_id"": ""PT-pseudo_590e7b237744"", ""variant_pred"": ""yes"", ""variant_rule"": ""weighted vote of the trained experts, p = 0.73"", ""variant_who"": ""weighted panel""}, {""a0_pred"": ""no"", ""a0_rule"": ""cohort criterion (age_ge_78)"", ""a0_who"": ""EXPERT-COHORT"", ""case_id"": ""PT-pseudo_c55496c11421"", ""variant_pred"": ""yes"", ""variant_rule"": ""weighted vote of the trained experts, p = 0.53"", ""variant_who"": ""weighted panel""}, {""a0_pred"": ""no"", ""a0_rule"": ""cohort criterion (psa_ge_20)"", ""a0_who"": ""EXPERT-COHORT"", ""case_id"": ""PT-pseudo_d38917f87b35"", ""variant_pred"": ""yes"", ""variant_rule"": ""weighted vote of the trained experts, p = 0.51"", ""variant_who"": ""weighted panel""}]",0.7199165040914421,0.04079021262489002,0.0010213893988564623,0.08352094760260402,0.7582417582417582,0.054945054945054944,0.0,0.10989010989010989,0.8225806451612904,0.03212020953956429,-0.004572907130505548,0.0721561969439728,0.7647058823529412,0.007352941176470588,0.0,0.022058823529411766,0.840686274509804,0.0,0.0,0.0,0.7682043446749329,0.0,0.0,0.0,0.8835784313725491,0.0,0.0,0.0,0.8399859943977591,0.0,0.0,0.0
